url,label
http://stockmarketinvestingforbeginners.com/component/comments/2?task=rating.add&category_id=0&3bddcc897857dc3da1ca7eaf925f665e=1&redirect=Lw==&score=0.6,1
http://23283333.com/tour/show.asp?id=23,1
https://hairbyscience.com.au/UPDATE/page.php?email=&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,1
http://1-configurazione-supporto-apple.store-contatta.bimabn.com/c/Apple-id/560e1fa7a2e1c40bcbd5e9d1fcb790d2/,1
magical-christmas.com/wp-content/plugins/akismet/7045842927/336264262473734/,0
http://interpark.com/product/MallDisplay.do?_method=Detail&sc.shopNo=0000100000&sc.dispNo=001930&sc.prdNo=3399420285&bm1=mid&bm2=hotsale_prd,0
spoke.com/info/pExFS6/AVERELLMortimer,0
baseballprospectus.com/card/card.php?id=CLAYTON19700102A,0
accounts-limitations-update.com,1
http://gulfcoastlivingonline.org/where-to-find/real-estate,1
citypass.com/california/universal-studios-hollywood,0
artscenecal.com/Announcements/0705/L2kontemporary0705.html,0
beloitks.org/,0
au.linkedin.com/pub/andy-van-houtte-cpeng/8/3a8/788,0
http://kienthuc.net.vn/diem-thi/diem-chuan-2014-chi-tieu-tuyen-sinh-2015-thpt-chuyen-le-hong-phong-482426.html,0
wolverinefilmmiddleeast.blogspot.com/,0
www.kia.gov.tw/english/e_index.asp,1
http://www.ekwdesign.de/referenzen/printdesign/243.html,1
http://abundantlifeworshipcenter.net/index.php?option=com_user&view=login&Itemid=80,1
www.uow.edu.au/~rwitton/,1
tvguide.com/tvshows/rhoda/100374,0
cuny.edu/,0
veromi.com/Glenn-Montgomery.aspx,0
tvnz.co.nz/footage/,1
http://www.shaborooz.ir/index.php?option=com_content&view=article&id=19:1390-04-09-05-14-03&catid=10:slideshow&Itemid=1,1
http://bdata.nl/index.php?option=com_content&view=article&id=54&Itemid=62,1
'hack2105.w.interii.pl/community\%5B1\%5D\%282\%29.html',0
weather.yahoo.com/japan/,0
music.yahoo.com/melanie-renaud/photos/,0
boardreader.com/thread/so_when_an_abscess_blows_out_the_coronar_5zoolX5nyg.html,0
http://www.fritec.nl/index.php/service/fotos/2-fritec-software/detail/20-remrijskast?tmpl=component,1
http://219.156.172.168:42733/Mozi.m,1
patpend.net/technical/mac/machack.html,1
rottentomatoes.com/m/green_fire/,0
bharatwaves.com/tags/Lokesh-marriage/,0
www.finnco.eu/gestor/gd/docs/optus.net.html,0
sbnation.com/soccer/2010/11/10/1806906/concacaf-reportedly-approves-new-world-cup-qualification-process,0
online.wsj.com/article/SB10001424052702303406104576444232104850332.html,0
diningsantabarbara.com/reviews.asp?ID=192,0
zoominfo.com/people/Trabelsi_Alexander_1312087508.aspx,0
arstechnica.com/author/ohrmazd/,0
sonic.wikia.com/wiki/Ryan_Drummond,0
streema.com/radios/La_Raza_KRZZ,0
http://www.friendshipchurchonline.org/index.php?option=com_jevents&task=icalrepeat.detail&evid=6223&Itemid=21&year=2013&month=03&day=13&title=high-school--college-studio314&uid=f241c65274284d055fb7f67336b294d7,1
teranetworx.com/,0
microsoft.com/investor/CompanyInfo/SegmentInfo/MicrosoftBusinessDivision/Overview.aspx,0
rarefilmfinder.com/showfilm.php?id=7441,0
biography.yourdictionary.com/lester-willis-young,0
reporternews.com/news/2011/nov/14/eastland-independent-school-district-snake-caught/,0
youtube.com/watch?v=fKwZM6VWveY,0
home.comcast.net/~dustndeb/453650344541fa3640b8dfba9cf6ea9.html,0
dictionary30.com/meaning/Joash,0
http://tobogo.net/cdsb/board.php?board=notice&bm=view&no=57&category=&auth=&page=1&search=&keyword=&recom=,0
amazon.com/First-course-probability-statistics-Neyman/dp/B0007FY770,0
http://ch-stucco.com/js/walls/ntasa/9f48cf86990f3f9be72310f4be3fcf97/polc.html?d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d07a69eba6b50480bb5e65ccfa4fe801ce7a69eba6b50480bb5e65ccfa4fe801ce,1
jerry-brown.com/,0
freebase.com/view/en/oklahoma_sooners_football,0
shoretire.com/,0
http://107.172.157.125/bins/vcimanagement.mpsl,1
goliath.ecnext.com/coms2/product-compint-0000228220-page.html,0
code.google.com/p/semanticagent/,1
youtube.com/watch?v=LGD1zIGrcYo,0
amr1.org/military.htm,0
http://aristotalos.nl/index.php?option=com_comprofiler&task=lostpassword&Itemid=56,1
http://indianexpress.com/article/good-news/covered-in-tar-street-dog-rescued-in-three-hours/,0
ucomparehealthcare.com/drs/paul_francke/,0
swimnews.com/News/view/8556,0
searchenginecorp.com/death-records/obituaries-kansas-city-missouri/,0
http://squarespace.com/press/2015/1/28/wk-jeff-bridges-make-you-sleepy-for-squarespace,0
fulton.nygenweb.net/cemeteries/PGlovsCemDG.html,0
pipl.com/directory/name/Chiasson/Bruce,0
us.battle.net.en.iiweb.asia/,0
http://asociacionkaribu.org/index.php/cultura/libros,1
protosconsult.com/,0
eaarogyabharati.com,1
livesteaua.com/tags/sampaguita-videos/,0
ltmm.centennialchurch.org/,0
en.wikipedia.org/wiki/Gill_Dougherty,0
http://www.webopro.com/index.php/new/ns/128-sale,1
http://www.ppbenalmadena.es/index.php?option=com_content&view=article&id=814:el-partido-popular-muestra-su-preocupacion-por-el-lamentable-estado-de-abandono-de-las-principales-zonas-turisticas-de-benalmadena&catid=61:noticias-de-benalmadena,1
celebirony.com/en/f/Models/Cherie_Roberts/,0
theintelhub.com/2011/11/14/second-member-of-oakland-mayor-jean-quan%E2%80%99s-team-resigns-due-to-occupy-oakland-response/,0
stonemachinerylocator.com/results.mgi?bp=&category=Stone%20Machinery%20-%20CNC%20Bridge%20Saws,0
http://domainserving.com/index.html,1
web.onetel.net.uk/~richardweston/,1
jpgewe.org/components/com_joomla/plugin/gate.php,1
http://www.stand-alone.nl/demo1/uw-website,1
http://220.71.176.94:14072/.i,1
en.wikipedia.org/wiki/Gordon_McLennan,0
scribd.com/doc/53200524/NBIMSv1-p1,0
https://storage.googleapis.com/security-update/kaleem.html#www-data@nodens.juliana-multimedia.com,1
http://secured.suntrust.int-groups.com/sun/,1
http://anvari.co/index.php?option=com_content&view=article&id=1178&Itemid=68,1
short-biographies.com/biographies/JacquesDoucet.html,0
rudyherman.com/2009/10/pantun-nasihat/,0
www.lasnonnitas.com.ve/amina/rovers/standyoj/commences/lotters/lotters/sssaafety/safety/safety/,0
yeahpot.com/wright/jamesharrison.html,0
http://www.knodeinsurance.com/index.php/personal/umbrella-insurance,1
wwhl.cn/alexa_ranking/10-11-2010/,0
overclock.net/t/312676/info-ati-nvidia-video-card-comparison-charts,0
lowendmac.com/lists/netiquette.shtml,1
http://www.aristaautomech.com/wp-content/themes/enfold/lang/indexs.htm,1
http://www.gomastears.com/index.php?option=com_content&view=category&id=1&Itemid=8,1
webspawner.com/cc/html/,1
everettclinic.com/Physicians/Jim%20Wiegers.ashx?p=1571&srchloc=3,0
bestcostumesite.com/adult-men-fairytale-storybook-halloween-costumes.html,0
'www.szviko.com/Images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Falqoyjaus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',0
stephaniedoherty.com/contact/,0
archive.org/stream/americannewspape1886newy/americannewspape1886newy_djvu.txt,0
www.angelfire.com/rpg/gallows/,1
apontadorpromocoes.com/site_seguro/centrodepromocoes/cadastros/clientes/naoclientes/resgate/seus/2mil/pontos/promocoes2012/complete_seu_cadastro.asp/redir.html,0
askart.com/askart/b/james_r_blake/james_r_blake.aspx,0
http://172.39.60.168:53610/Mozi.m,1
http://www.istituto-montessori.it/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5pc3RpdHV0by1tb250ZXNzb3JpLml0L2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTQ5OmFkZGV0dG8tYWktc2Vydml6aS1iaWJsaW90ZWNhcmkmSXRlbWlkPTQ5,1
bluefly.com/Alice---Olivia-lime-green-jersey-Joyce-pleated-one-shoulder-dress/cat60019/304707001/detail.fly,0
http://www.linohome.gr/index.php?option=com_virtuemart&view=category&virtuemart_category_id=55,1
http://www.frieslandpokal.de/index.php?option=com_content&view=article&id=8&Itemid=25,1
connect.in.com/kansas-basketball/photo-gallery.html,0
http://www.mariettachurchofgod.com/get-connected/christian-education/christian-education.html,1
http://www.malin-kh.cz/vae-inzeraty?page=show_category&catid=8&order=0&expand=0,1
ucomparehealthcare.com/drs/john_glassco/,0
flickr.com/photos/creature_comforts/sets/72157594157622922/,0
kuro-arashi.net/,0
community.agriculture.com/t5/Machinery-Talk/High-Hour-4450-VS-High-hour-7220-Case/m-p/115489,0
fbjjonline.com/,0
nowayjosemx.com/,0
http://www.hsqxx.com/js/?us.battle.net/login/en/%3Fref=us.battle.net/d3/en/index,1
http://anvari.co/index.php?option=com_content&view=article&id=1216&Itemid=681,1
hamiltoncompany.com/products/valves/c/51/,0
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=ranaldthecalf&id=I17229,0
www.vergenet.net/linux/fake/,1
restontowncenter.com/pavilion.html,0
123people.com/a/jean+coutu,0
www.javaworld.com/javaworld/jw-01-2005/jw-0131-soa.html,1
www.radyooptik.com/www.paypal.com/encripted/,0
thefloridakeys.com/,0
iqfb.com/nfl/jacksonville-jaguars/,0
drscore.com/physicianlist.cfm?s=spec&w=Pediatrics&w2=Washington&w3=DC,0
www.tdcgames.com/MYO.htm,1
english.turkcebilgi.com/2007+Hungarian+Grand+Prix,0
en.wikipedia.org/wiki/Virginia_True_Boardman,0
http://cherubwings.com/privacy-policy,1
canada.com/topics/sports/hockey/canadiens/story.html?id=8ff5405d-ddf2-45a3-aa65-888c34e9f332&k=53089,0
emptywheel.firedoglake.com/2011/07/14/reggie-walton-unleashes-the-rockets-red-glare/,0
histage.com/author/authorinfo.asp?AuthorID=301,0
biographybase.com/biography/Papineau_Louis-Joseph.html,0
linkedin.com/pub/denis-chouinard/1/732/8a7,0
http://babal.net/books/view/182/%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D8%A7%D8%B1-%D9%84%D9%80-%D9%85%D8%AC%D9%85%D9%88%D8%B9%D8%A9-%D9%85%D8%A4%D9%84%D9%81%D9%8A%D9%86,0
http://buzzfil.net/article/5263/c-mignon/le-poseidon-resort-l-incroyable-hotel-sous-marin-jamais-vu-9.html?href=inner_website,0
monmouthhistory.org/,0
http://0rkut-s3x-ch4t01.blogspot.com/,1
bollywoodhungama.com/broadband/video/Interviews/ncphYA8/3/Ram-Sampath-Speaks-About-Delhi-Belly.html,0
songofthewinds.com/Playlist.htm,0
manta.com/ic/mt683d3/ca/letourneau-michel,0
gopack.com/ot/signing-day-central.html,0
texasmcguire.blogspot.com/,0
absoluteastronomy.com/topics/Robert_Augustus_Sweeney,0
trails.com/city-trails.aspx?keyword=Bishop&state=CA,0
trouserpress.com/forum/read.php?f=1&i=5824&t=5821,0
123people.ca/s/patricia+ellis,0
pensacola.craigslist.org/laf/2646773223.html,0
http://www.mbdalmezun.com/siir-dinletisi-bir-bahar-aksami.htm,1
epinions.com/review/Radclyffe_Hall_by_Sally_Cline/content_73688125060,0
www.paribartan.org/~kayabest/sys/not/521499359863/zip/billing/on/hold/account/id/15498732198732155135/9ec6a36831afb00881f6b3809175870a/,0
http://katproxy.com/vlc-media-player-2-1-final-32-64-bit-scenedl-pimprg-t7927146.html,0
http://www.easy-process.de/de/eigenes-wissensmanagement.html,1
anthonyleo082.000webhostapp.com,1
chaucerian-trials.000webhostapp.com,1
sinarwijayaelektro.com,1
names.whitepages.com/david/provance,0
http://escritoriodealuguel.com.br/pt/unidades/alameda-santos,1
https://djeane.com.pe/wp-content/open/LnkLogs,1
http://www.oficynafoka.com/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5vZmljeW5hZm9rYS5jb20vemFwb3dpZWR6aQ==,1
zimbio.com/Willie+O%27Ree/pictures/pro,0
www.trah.co.uk/starterfile/,1
http://www.gonzalespd.org/index.php?option=com_jcalpro&Itemid=43&extmode=day&date=2013-02-21,1
http://www.seminariopalafoxiano.com.mx/index.php?option=com_content&view=article&id=74&Itemid=135,1
http://hunchasko.com/DF/baobabtr.exe,1
https://6b79a69eb7d09788acb81710c0ac5ac7.casacam.net/6767af36dff885bc224040d76dd4d1eb//?fy9=,1
www.gamespot.com/gba/action/scorpionkingswordofosiris/,1
http://lifehacker.com/how-to-stream-or-record-your-games-for-broadcast-online-1702860349/module/,0
jonmoen.com/eicon_1.html,0
ec.gc.ca/biosphere/default.asp?lang=En&n=3C2E8507-1,0
www.bahrs.com/jaycos2/bahrscam1.html,1
sperrymitchell.com/,0
http://mueblescomuneros.com/contacta-con-nosotros.html,1
genforum.genealogy.com/demers/page2.html,0
http://escritoriosdealuguel.com.br/pt/unidades/centro-comercial,1
itunes.apple.com/es/artist/henry-rollins/id3445117,0
http://www.dresden-hautnah.de/index.php?option=com_content&view=article&id=54&Itemid=67,1
arashigeneration.tumblr.com/,0
http://www.agathaprojetosocial.com.br/portal/index.php?limitstart=5,1
http://www.frieslandpokal.de/index.php?option=com_simplecalendar&view=calendar&Itemid=8,1
http://219.155.231.194:35228/Mozi.m,1
gradschools.com/school-details/samuel-merritt-university-66726,0
http://www.mbdalmezun.com/index.php?option=com_phocagallery&view=detail&catid=64:kartepe-gezisi-2011&id=2348:9&tmpl=component&Itemid=33,1
http://maybank2u.com.my/mbb_info/m2u/public/promoChannel.do?cntTypeId=1&channelId=PRO-Promotions&programId=PRO02-Cards:AmericanExpress&chCatId=/mbb/Personal/PRO-Promotions,0
tools.ietf.org/html/rfc2597,1
biomedexperts.com/Profile.bme/234711/Wen-Ta_Chiu,0
icculus.org/lgfaq/gamelist.php?genre=Emulator,0
amazon.com/Cotton-Comes-Harlem-Godfrey-Cambridge/dp/0792839935,0
vitals.com/doctors/Dr_Ralph_Steinman.html,0
http://irecommend.ru/content/solntsezashchitnoe-molochko-biore-super-uv-milk-spf-48-pa,0
http://www.nfa.com.tr/index.php?option=com_content&view=article&id=41&Itemid=180,1
myspace.com/wenchtina,0
templemontreal.ca/,0
michaelfrazier.net/,0
http://nymag.com/thecut/2014/06/these-fetish-photos-were-kept-hidden-for-years.html,0
lockerpulse.com/NFL/Broncos/,0
archiver.rootsweb.ancestry.com/th/read/ALMOBILE/2001-04/0986508274,0
nndb.com/people/739/000024667/,0
en.goldenmap.com/Billy_Ashley,0
sharetv.org/shows/jacob_two-two_ca/cast/marfa,0
http://www.decifra.com.br/at&amp;t-mail/ATT/e6ae03acde178a412cf0417bf17a9582,1
heartburnnomorepain.com/,0
lifestyleandtrend.com/~yllifest/wp-admin/images/Remax/,0
usmm.org/c2ships.html,0
http://castmart.ga/~zadmin/icloud/os_encrypted_C20A94F.bin,1
sports.nationalpost.com/2011/09/18/canadas-rugby-team-proved-they-belong/,0
onlineworldofwrestling.com/profiles/t/tarzan-tyler.html,0
https://spdtextile.com/sport/100Cl2.exe,1
americanelectricinc.com/,0
http://www.sanmarinosposi.com/index.php?option=com_content&view=article&id=119:composizioni-floreali-per-il-matrimonio&catid=45:i-fiori&Itemid=102,1
www.automationanywhere.com/Testing/products/automated-testing-anywhere.htm,1
ca.linkedin.com/in/bethcolemorgan,0
http://www.naylorantiques.com/KwwQhKlrKrkusnbnqnFkDQgWU/FypkRsiNFgybeBhYwWlBjEwbd/,1
time.gov/,0
quintesauvage.fr/styles/css,0
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=0&amp;attachauth=ANoY7cqrkqm9Sj_HQqYX4mU_KawPxewyK2nbc-2RJFKjrnc9PGVhGUjleZsikJ6v9EONCfpwiBSXPmHA58JOvm58RC5B7c6FGgkgWva4p5Y8bWVRND0BMRixKvXmsWohAR88mJ6VmwoRS7smFT-Fykp1RHTnljOrVW-_BIewdl2HhtdTih89LqSWWftw72KgHevR5vXm5ugQcQoFiBbRRhf9-uAhrTGtig\%3D\%3D&amp;attredirects=1',0
maxalbums.com/index.php?search=Saints+and+Sinners,0
http://3cf.ru/2015/07/21/hokkei-vladislav-tretiak-vydvinem-rotenberga-na-post-predsedatelia-pravleniia-fhr/,1
johnnylucky.org/news/bdsc/index.html,0
animalhospitals-usa.com/dogs/dog-health.html,0
https://medium.com/dan-sanchez/miyazaki-s-beautiful-antiwar-dreams-44951be1be11?source=reading-list-recommended_user,0
linkedin.com/pub/dir/javed/akhtar,0
solarpvinstallersyorkshire.co.uk/,0
xboxliive.x90x.net/webscr.php,0
yasni.co.uk/randy+penner/check+people,0
main.uschess.org/content/view/11355/639/,0
madstage.com/Shows/talleysfolly080507.html,0
biomedexperts.com/Profile.bme/334185/Regina_M_C_P_Domingues,0
youtube.com/watch?v=aJbBjOjWm_w,0
yelp.com/biz/american-electric-power-columbus,0
vhm-alex.deviantart.com/,0
canadalife.com/003/Home/Products/LifeInsurance/index.htm,0
kansascitymuseum.org/museumkids.html,0
knbr.fantasysportsmatrix.com/,0
youtube.com/watch?v=Kl3jqiSlr1U,0
mediafire.com/?b64cya4mt1eqxkp,0
'www.greenmountpress.com.au/cottongrower/Back\%20issues/231jfcot02/28_Effect.pdf',1
myspace.com/filtythievingbastards/blog,0
en.wikipedia.org/wiki/The_Adult_Storybook,0
nationalregisterofhistoricplaces.com/MA/Bristol/state7.html,0
spiritus-temporis.com/index/thi.html,0
http://florsiris.com/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=23&Itemid=59,1
starsblog.dallasnews.com/archives/2010/06/stars-announce-pre-season-schedule.html,0
http://skyrock.com/videos/eDI1MHlvZDoxMw==-David-Carreira-l-interview.html?top=4&period=recent,0
answers.yahoo.com/question/index?qid=20100611221540AA5ICFp,0
granitospacari.com.br/wp-admin/includes/capitec/deposit/,0
www.gravic.com/remark/websurvey/,1
http://kenh14.vn/kham-pha/chum-anh-mat-nuoc-dong-day-lam-ban-thu-gian-ngay-lap-tuc-2014091509323716.chn,0
thefreedictionary.com/Educational+issues,0
seamless.sigtronica.org/2005/gallery.html,0
http://notebookreparatur24.com/index.php/hilfe-tipps/herstellerliste.html,1
totallyfuzzy.net/ourtube/bob-marley-the-wailers/catch-a-fire-rockumentary-video_862fc4b4b.html,0
arthur-thomas.info,1
http://www.nhomkinhdep.com/thi-cong-kinh-ban-cong.html,1
filepie.us/?title=Disney_Junior,0
apartmentguide.com/apartments/California/Oakland/Lincoln-Court-Senior-Apartments/200092227/,0
healthtoob.com/hotmail.com/,0
monstropedia.org/index.php?title=Edmund_Kemper,0
allaboutjazz.com/php/musician.php?id=5194,0
http://www.advinno.com/products/smarttags,1
http://23.95.89.78/SBIDIOT/yarn,1
soccerbyives.net/soccer_by_ives/mls_san_jose_earthquakes/,0
http://www.sprintcar.ro/produse-chimice/fonduri/139-fond-poliuretanic-31.html,1
facebook.com/pages/Bell-County-Texas-Democratic-Party/102740416468577,0
tools.ietf.org/html/rfc1503,1
linkedin.com/pub/dir/russell/hornsby,0
en.wikipedia.org/wiki/Thomas_Theodore_Crittenden,0
english.turkcebilgi.com/Lomer+Gouin,0
http://indianexpress.com/article/cities/ahmedabad/ishrat-encounter-fifth-cop-gets-bail/,0
washingtonpost.com/local/dc-police-probe-whether-2-attacks-on-transgender-people-were-motivated-by-hate/2011/08/02/gIQAMU4XqI_story.html,0
http://www.collectif-potager-wimmenau.fr/index.html?p=215,1
baltimorebeatdown.com/2011/9/7/2410414/three-ravens-plays-vs-steelers-defined-2010-season,0
http://techcrunch.com/2014/08/15/a-qa-with-smartthings-ceo-alex-hawkinson-after-selling-to-samsung-for-200m/,0
https://rebrand.ly/PPLIL,1
archiver.rootsweb.ancestry.com/th/read/GEN-MEDIEVAL/2002-10/1035578692,0
ecolenationaledecirque.ca/fr/sections-4?page=7,0
http://www.hengte.com/shownews.asp?id=134,1
nytimes.com/1995/03/23/sports/transactions-192095.html,0
freebase.com/view/en/wdaf-tv,0
www.macharsoft.co.uk/unicomal/unicomal.html,1
pjcci.ca/English/honore-mercier/intro.htm,0
vintagecardprices.com/card-profile/227943/1991-Upper-Deck-Roger-Salkeld-FUDC-63-Baseball-Card-Value-Prices.htm,0
findarticles.com/p/articles/mi_qn4179/is_20020606/ai_n11782783/,0
http://patrikcase.com/index.php?option=com_virtuemart&Itemid=8,1
stereonightclub.net/,0
http://www.e-komotini.gr/index.php?option=com_mtree&task=listcats&cat_id=18&Itemid=1,1
http://www.pclan.us/articles/67-pc-repair-computer-repair.html,1
boxrec.com/media/index.php/Sebastien_Demers,0
thaitp47.com/templates/index/config.jpg,1
http://www.oldmysite.com/bbs/data/ipdata/log.php,1
youtube.com/watch?v=ZThquH5t0ow,0
baseball-reference.com/bullpen/Nig_Clarke,0
http://www.liberty-vaservices.co.uk/index.html?fontstyle=f-larger,1
http://babal.net/books/view/1391/%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D8%A7%D9%84%D8%B7%D8%A8%D8%B1%D9%89-%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D8%A7%D9%84%D8%B1%D8%B3%D9%84-%D9%88%D8%A7%D9%84%D9%85%D9%84%D9%88%D9%83-%D8%A7%D9%84%D8%AC%D8%B2%D8%A1-%D8%A7%D9%84%D8%AD%D8%A7%D8%AF%D9%89-%D8%B9%D8%B4%D8%B1--%D9%84%D9%80-%D8%A8%D9%86-%D8%AC%D8%B1%D9%8A%D8%B1-%D8%A7%D9%84%D8%B7%D8%A8%D8%B1%D9%89,0
http://maybank2u.com.my/mbb_info/m2u/public/personalChannel01.do?channelId=LOA-Loans&chCatId=/mbb/Personal/LOA-Loans,0
ec21.com/ec-market/yutong_bus.html,0
nbcsports.msnbc.com/id/45182179,0
http://katproxy.com/va-big-ibiza-dance-hits-2015-mp3-320kbps-h4ckus-glodls-t10636112.html,0
crackmonkey.org/unix.html,1
http://www.pn-wuppertal.de/links/2-linkseite/11-httpwwwkrisendienst-wuppertaldeindex2htm,1
last.fm/music/Andrew+Gold,0
barnesandnoble.com/w/whipping-girl-julia-serano/1100624201,0
logos.wikia.com/wiki/Warner_Bros._Cartoons,0
closinglogos.com/page/Sony+Pictures+Home+Entertainment+Warning+Screen,0
youtube.com/watch?v=l13Bv8unGiE,0
insidethegames.biz/sports/summer/football/11883-sir-bobby-charlton-confident-home-countries-will-be-part-of-british-football-team-at-london-2012,0
http://espn.go.com/college-football/story/_/id/12867323/all-conferences-operate-same-format,0
lyricstime.com/angela-zhang-le-yuan-lyrics.html,0
touiltbu.com,1
https://mitsui-jyuku.mixh.jp/uploads/8143fvasea.exe,1
wn.com/Rangers_FC,0
bebo.com/DEATH-ROW-RECORDS--,0
wiaderko.net/download-seriale-tv-shows/2640-%5Bmegaupload%5D-herkules-hercules-the-legendary-journeys-sezon-3-a.html,0
facebook.com/pages/Illinois-State-Soccer-Association/55952251028,0
worldwidescience.org/topicpages/e/early+twentieth-century+racial.html,0
ricardoluevanos.com/src/imgc/,0
votesmart.org/candidate/biography/29419,0
thefreelibrary.com/Airbrushed+Oakland+Raider+Fan+Club+Truck+Honors+Oakland+Raider+Hall...-a0174031410,0
http://www.naylorantiques.com/docs/auto-atendimento/ST1MI021OHSQ-DQ/,1
terrierhockey.blogspot.com/2009_02_01_archive.html,0
linkedin.com/directory/people/jensen-70.html,0
http://www.alldayrec.co.uk/sejeal.jpg,1
comedian.blogspot.com/,0
http://www.civelo.no/index.php?option=com_content&view=article&id=23&Itemid=3&lang=nb,1
http://www.totesmeersalzgrotte.info/index.php?view=article&id=93:ihr-plus&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=180,1
photos.freeones.com/j_babes/Jessica_Bangkok_001/,0
yummycelebrities.com/tag/tomoya-nagase/,0
en.wikipedia.org/wiki/Saratoga,0
en.wikipedia.org/wiki/John_Kander,0
https://store4dj.com/admin/language/en-gb/extension/extension/log547/,1
tierdoku.com/index.php?title=B,0
mainstreet-store.com/,0
dogproblems.com/,0
http://www.fireextinguisher.ph/wp-content/uploads/2010/04/login.verify.yahoo.com/,1
dictionary.sensagent.com/AMELIE/en-en/,0
http://hawkhills.com/sejeal.jpg,1
marketingtool.com/channel/photo/b.465.g.4286.html?photographers_region=california&photographers_city=san+leandro&page=1,0
genymears.org/S7XIde/webscr_prim.php?Z2VueW1lYXJzLm9yZw==uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDY0NjIxNw==,0
yelp.com/biz/the-schooner-manhattan-beach,0
